fiscal_year,Customer,Query_Run,ServicesCategory,SumOfnumberOfActions,SumOfobligatedAmount
1996,Defense,02:26.4,ICT,6107,1541848921
2006,NASA,02:26.4,R&D,5795,4627588522
2009,DHS,02:26.4,PAMS,1679,1074279638
2009,Other Agencies,02:26.4,ERS,79,3029359.64
2011,Other Agencies,02:26.4,ERS,30,498040.03
2012,Other Agencies,02:26.4,PAMS,53,2036909
2009,Defense,02:26.4,Products,148684,45978801926
2004,State and IAP,02:26.4,R&D,148,182000320.1
2005,State and IAP,02:26.4,Products,16,1614643.64
2007,Defense,02:26.4,ICT,12282,2745598199
2009,Other Agencies,02:26.4,R&D,17,3379259.62
2007,Other Agencies,02:26.4,FRS&C,6,269946.25
2010,Other Agencies,02:26.4,ICT,23,633256.3
2006,Other Agencies,02:26.4,ERS,22,1449316.97
2005,Defense,02:26.4,R&D,1701,984336973.5
2002,Other Agencies,02:26.4,ICT,21,1117000
2002,Other Agencies,02:26.4,FRS&C,17,2131250
2004,Other Agencies,02:26.4,Products,12722,2466421166
2008,Other Agencies,02:26.4,R&D,1,426.2
2010,DHS,02:26.4,FRS&C,1240,171078805.9
2001,Other Agencies,02:26.4,ICT,785,132522915.5
2000,Other Agencies,02:26.4,PAMS,2642,170003601.3
2010,Other Agencies,02:26.4,Fuel,10,310570.9
2010,Other Agencies,02:26.4,PAMS,8,182129
1992,Defense,02:26.4,Products,NULL,18889790267
2010,HHS,02:26.4,FRS&C,5587,1728450425
2011,Other Agencies,02:26.4,ICT,7758,1496693168
2006,Other Agencies,02:26.4,PAMS,2668,856829959.3
2010,DHS,02:26.4,ERS,5859,290672335.3
2004,DHS,02:26.4,ICT,257,142952981.3
2009,Other Agencies,02:26.4,PAMS,16743,683939247.7
2014,Other Agencies,02:26.4,FRS&C,13,2109243.45
2000,Other Agencies,02:26.4,ERS,6,217000
2008,Other Agencies,02:26.4,R&D,1,72076
2011,DHS,02:26.4,ICT,711,91962511.62
2012,Other Agencies,02:26.4,PAMS,31,827837.98
2014,Defense,02:26.4,ICT,76,31419428.47
2004,State and IAP,02:26.4,FRS&C,2457,1821328907
2004,Other Agencies,02:26.4,PAMS,134,67962671.26
2009,Defense,02:26.4,ERS,5921,2494398493
2009,Other Agencies,02:26.4,FRS&C,5,340146.05
2001,Other Agencies,02:26.4,ICT,6,6258000
2010,Other Agencies,02:26.4,MED,5,16605.58
2007,Defense,02:26.4,R&D,2600,1287392174
2002,HHS,02:26.4,MED,947,301316196.4
2003,Other Agencies,02:26.4,ERS,13,716751
2009,Defense,02:26.4,NULL,1,303279
2003,Other Agencies,02:26.4,Products,265,23235155
2003,Other Agencies,02:26.4,ICT,102,38046950
2006,Other Agencies,02:26.4,Products,261,2832301.98
2013,Other Agencies,02:26.4,FRS&C,42,162885431.1
2004,Other Agencies,02:26.4,ICT,4280,521654813.2
2005,Other Agencies,02:26.4,ICT,55,3187034.32
2006,DHS,02:26.4,NULL,255,1604133.28
2011,Defense,02:26.4,ICT,23,2833540.53
2006,Other Agencies,02:26.4,MED,4,28788.52
2013,Other Agencies,02:26.4,FRS&C,29,1381014.47
2014,DHS,02:26.4,Products,15971,1461826830
2008,Other Agencies,02:26.4,MED,1,1250
2000,Other Agencies,02:26.4,ICT,8,630000
2003,Other Agencies,02:26.4,PAMS,8,714175
2008,Other Agencies,02:26.4,ICT,1879,377136585.8
1993,Defense,02:26.4,PAMS,NULL,31091749
2006,Other Agencies,02:26.4,NULL,1106,4270410.69
2008,Other Agencies,02:26.4,Fuel,512,4342024.19
2008,Other Agencies,02:26.4,NULL,2,17316.4
2010,Other Agencies,02:26.4,Products,116,8774441.19
2002,Other Agencies,02:26.4,FRS&C,16,1622687.96
2001,Defense,02:26.4,PAMS,10858,6364870959
2000,Other Agencies,02:26.4,Fuel,946,1408213000
2002,State and IAP,02:26.4,R&D,89,120976663
2007,Other Agencies,02:26.4,Products,47840,1516112042
2014,Other Agencies,02:26.4,FRS&C,1173,1203650716
2008,State and IAP,02:26.4,R&D,298,475999733.5
2007,Other Agencies,02:26.4,ICT,2,7784.54
2010,Other Agencies,02:26.4,FRS&C,29,3336197.59
2013,DHS,02:26.4,R&D,58,12315899.67
2012,Other Agencies,02:26.4,R&D,641,45373605.4
2013,Other Agencies,02:26.4,MED,12,13253911.73
2008,DHS,02:26.4,ERS,734,9856830.72
2004,Other Agencies,02:26.4,Fuel,764,10183239.74
2007,Other Agencies,02:26.4,R&D,103,3739704.71
2012,Other Agencies,02:26.4,R&D,9,85701.92
2006,Other Agencies,02:26.4,NULL,1,4200
2011,Other Agencies,02:26.4,PAMS,18837,623985268.5
2012,Defense,02:26.4,ICT,94,33820941.05
2006,DHS,02:26.4,R&D,464,632606725
2012,DHS,02:26.4,PAMS,1030,760277042.6
1999,Defense,02:26.4,Products,21900,15366090314
2000,Other Agencies,02:26.4,ICT,63,9526000
2004,Other Agencies,02:26.4,ICT,2,48883.5
2010,Other Agencies,02:26.4,MED,17,1773557
2001,Other Agencies,02:26.4,PAMS,92,42857522
2006,Other Agencies,02:26.4,FRS&C,431,73857766.14
2006,Other Agencies,02:26.4,MED,361,13333714.24
2008,Other Agencies,02:26.4,ICT,1727,156102650.3
2006,Other Agencies,02:26.4,ERS,6,50536.4
2006,Other Agencies,02:26.4,MED,5,264617.59
1988,Defense,02:26.4,Products,NULL,44000
2009,Other Agencies,02:26.4,Fuel,2,51433.34
2008,Other Agencies,02:26.4,PAMS,1583,1011436407
2012,Other Agencies,02:26.4,PAMS,19629,1814724713
2009,Other Agencies,02:26.4,NULL,1557,5261147.46
2010,Other Agencies,02:26.4,PAMS,24449,1990486914
2004,Other Agencies,02:26.4,NULL,3,11483.21
2014,Defense,02:26.4,R&D,4593,1574162428
2006,DHS,02:26.4,FRS&C,439,22681323.27
2012,Other Agencies,02:26.4,ERS,4728,85007843.19
2012,Other Agencies,02:26.4,FRS&C,1868,293890573.5
2005,DHS,02:26.4,ICT,624,151661908.9
2005,Other Agencies,02:26.4,PAMS,2916,37943918.55
2009,Other Agencies,02:26.4,Products,412,58780131.07
2008,Other Agencies,02:26.4,R&D,3,65663.2
2006,State and IAP,02:26.4,PAMS,202,9127945.64
2005,Other Agencies,02:26.4,ERS,9,256462.26
2006,Defense,02:26.4,ICT,11,282219.96
2010,Other Agencies,02:26.4,FRS&C,18,1485174.81
2007,Other Agencies,02:26.4,NULL,2,25894
2013,Other Agencies,02:26.4,MED,2,22661
2005,Other Agencies,02:26.4,ERS,13,48775
2002,Defense,02:26.4,ICT,8225,1836150732
2009,Other Agencies,02:26.4,Products,477,21846666.86
2014,Defense,02:26.4,Products,113293,22303881448
2000,Other Agencies,02:26.4,NULL,1,426466.59
2007,Other Agencies,02:26.4,ERS,29,67586.15
2011,Other Agencies,02:26.4,ERS,13,112254.98
2007,Other Agencies,02:26.4,ICT,3,58911.33
2008,Other Agencies,02:26.4,MED,1202,38901938.38
2011,DHS,02:26.4,FRS&C,4175,466098971.7
2003,Other Agencies,02:26.4,Fuel,175,8104457.98
2000,Other Agencies,02:26.4,ICT,1,124950
1991,Defense,02:26.4,R&D,2,4326067573
2008,Other Agencies,02:26.4,PAMS,129,981206.3
2007,Other Agencies,02:26.4,ICT,21,482051.98
2004,GSA,02:26.4,Products,617226,3745548081
2008,Other Agencies,02:26.4,ICT,189,89280686.43
2011,GSA,02:26.4,Products,547646,1325601103
2012,Other Agencies,02:26.4,Products,378,14129597.73
2008,Other Agencies,02:26.4,NULL,98,1412759.08
1989,Defense,02:26.4,Products,NULL,243481000
2003,Other Agencies,02:26.4,PAMS,1005,427483913.7
2006,DHS,02:26.4,MED,4,3409458
2006,Other Agencies,02:26.4,NULL,1,3432
1998,Defense,02:26.4,FRS&C,10033,3334967635
2009,HHS,02:26.4,ERS,3771,82805008.49
2012,Other Agencies,02:26.4,Products,120,5036166.63
1994,Defense,02:26.4,R&D,398,343747860
2006,Other Agencies,02:26.4,NULL,14,56054.32
2004,Other Agencies,02:26.4,MED,491,12597470.97
2014,Other Agencies,02:26.4,PAMS,135,8242601.62
2010,State and IAP,02:26.4,FRS&C,1,5000
2006,Other Agencies,02:26.4,PAMS,1,25000
2011,Other Agencies,02:26.4,Products,26,239408
2004,Other Agencies,02:26.4,Products,9989,4528799221
2004,State and IAP,02:26.4,Products,6968,445154889.9
2006,Defense,02:26.4,Fuel,20,201019
2006,Other Agencies,02:26.4,FRS&C,1688,143103129.7
2001,Other Agencies,02:26.4,FRS&C,20,3584000
2007,Other Agencies,02:26.4,PAMS,88,2927472.14
1995,Other Agencies,02:26.4,ERS,29,1982394
2005,Other Agencies,02:26.4,NULL,21,191314.88
2007,Other Agencies,02:26.4,PAMS,168,6196986.51
2012,Defense,02:26.4,ERS,40,58421448.52
2012,Other Agencies,02:26.4,ERS,22,1135021.54
2003,Other Agencies,02:26.4,ICT,3,209332
2007,State and IAP,02:26.4,NULL,3,832
2006,Other Agencies,02:26.4,MED,4,483908
2008,Other Agencies,02:26.4,ERS,11,99423.84
2007,Other Agencies,02:26.4,NULL,432,3646010.57
1996,Defense,02:26.4,PAMS,985,195133705
2007,Other Agencies,02:26.4,MED,9,173557.56
2014,Other Agencies,02:26.4,NULL,7,-17566.39
2003,Other Agencies,02:26.4,MED,1228,217644438.1
2006,Other Agencies,02:26.4,ERS,2670,52562026.02
2010,Other Agencies,02:26.4,PAMS,37,998076.46
2004,Other Agencies,02:26.4,R&D,514,33542547.3
2014,Other Agencies,02:26.4,FRS&C,14083,995255681.4
2013,Other Agencies,02:26.4,MED,87835,2022931534
2004,Other Agencies,02:26.4,ICT,16,2131631.09
1995,Defense,02:26.4,MED,159,30910333
2007,NASA,02:26.4,FRS&C,2005,1215526158
2011,Other Agencies,02:26.4,Products,2,3997.4
2001,Other Agencies,02:26.4,FRS&C,205,36773595
2008,Other Agencies,02:26.4,Fuel,10,400940.16
1990,Defense,02:26.4,Products,NULL,24604009115
2008,Other Agencies,02:26.4,R&D,1,12856.76
2010,Other Agencies,02:26.4,R&D,1040,185415985.8
2014,Defense,02:26.4,Products,527747,17352206801
2003,Other Agencies,02:26.4,Products,280,27427952.93
2002,Other Agencies,02:26.4,PAMS,6217,560225032.2
2012,Other Agencies,02:26.4,ERS,18,414563.92
2013,Other Agencies,02:26.4,ERS,5113,55079936.57
2014,Other Agencies,02:26.4,ICT,1474,202683913.1
2003,Other Agencies,02:26.4,Products,52,2691523
2008,Defense,02:26.4,NULL,NULL,0
2008,Defense,02:26.4,FRS&C,13528,748666649.6
2002,State and IAP,02:26.4,FRS&C,11,2819000
2003,State and IAP,02:26.4,Fuel,82,5198098
2013,HHS,02:26.4,Products,25508,5401816576
1992,Defense,02:26.4,FRS&C,NULL,99965735
2013,DHS,02:26.4,PAMS,4742,410068334.8
2013,Other Agencies,02:26.4,PAMS,416,7752405.51
2011,Other Agencies,02:26.4,Fuel,416,4553709.53
2007,Other Agencies,02:26.4,Products,967,28527183.29
2007,Other Agencies,02:26.4,ICT,14,789307.36
2008,Defense,02:26.4,R&D,16688,12120148961
2001,Other Agencies,02:26.4,NULL,1,6528000
2004,Other Agencies,02:26.4,PAMS,8,499409.04
2009,DHS,02:26.4,Fuel,44,1705577.77
2011,Other Agencies,02:26.4,FRS&C,2,1307023.35
2004,NASA,02:26.4,PAMS,3275,2448369994
2003,Defense,02:26.4,PAMS,986,342984516.1
2002,Defense,02:26.4,ERS,21081,6251101187
2012,Other Agencies,02:26.4,MED,7,21516.82
2000,Other Agencies,02:26.4,FRS&C,4,1855000
2001,HHS,02:26.4,ICT,1807,930889465.7
2003,NASA,02:26.4,Fuel,70,12357837.9
2008,Other Agencies,02:26.4,ICT,2,10791.41
2007,Other Agencies,02:26.4,ICT,13,175523
2011,Energy,02:26.4,MED,141,18725642.1
1989,Defense,02:26.4,Fuel,NULL,39000
2007,Other Agencies,02:26.4,FRS&C,15355,1131370080
2008,Other Agencies,02:26.4,PAMS,43,2773284.87
2009,Defense,02:26.4,MED,59,3292994.43
2006,Other Agencies,02:26.4,Products,458,15272009.19
2011,State and IAP,02:26.4,ICT,19,3148952.7
2014,Other Agencies,02:26.4,Products,197,25775347.46
2005,Other Agencies,02:26.4,Products,82,820104.49
2008,Other Agencies,02:26.4,Products,361,27831628.1
1995,Defense,02:26.4,ICT,14,3562024
2009,Other Agencies,02:26.4,ICT,1140,616348081.8
2010,Other Agencies,02:26.4,ERS,187,5159450.2
2001,State and IAP,02:26.4,MED,10,5744000
2010,GSA,02:26.4,ICT,5099,2484864256
2003,DHS,02:26.4,MED,138,37316000
2011,Other Agencies,02:26.4,MED,17,15301332.33
2014,HHS,02:26.4,Fuel,246,16288051.21
2010,Other Agencies,02:26.4,ERS,4941,92601563.15
2011,DHS,02:26.4,Products,1316,497107866.6
2006,Other Agencies,02:26.4,FRS&C,973,830514938.5
2014,DHS,02:26.4,FRS&C,1108,46137027.99
2001,Other Agencies,02:26.4,PAMS,6,1500541
2002,Other Agencies,02:26.4,FRS&C,1,35000
2012,State and IAP,02:26.4,ICT,409,58062753.13
2014,Other Agencies,02:26.4,ICT,184,11342266.28
2012,Other Agencies,02:26.4,FRS&C,90,5929776.68
2003,Other Agencies,02:26.4,ERS,1,72200
2002,Other Agencies,02:26.4,ERS,11,852000
2010,DHS,02:26.4,ERS,1007,5373933.9
2002,Energy,02:26.4,Products,867,415670773.8
2009,Other Agencies,02:26.4,Fuel,15,285761.7
2009,NASA,02:26.4,NULL,47,-3180.87
2011,Defense,02:26.4,FRS&C,36139,9326308301
2010,Energy,02:26.4,Fuel,41,555467.13
2014,Other Agencies,02:26.4,Products,99,3164172.72
2001,Defense,02:26.4,R&D,5818,8047789550
2003,DHS,02:26.4,NULL,1,149838.12
2009,DHS,02:26.4,ERS,741,10770404.1
1989,Defense,02:26.4,Products,NULL,3876000
1994,Other Agencies,02:26.4,Products,9306,704322211
2007,Defense,02:26.4,Fuel,596,19252957.28
2011,Other Agencies,02:26.4,MED,8,47715.44
2012,Other Agencies,02:26.4,Products,1850565,5941635796
2009,Other Agencies,02:26.4,R&D,1,4400
2012,HHS,02:26.4,ICT,5530,2720001872
2013,DHS,02:26.4,FRS&C,1049,186439657.2
2006,Other Agencies,02:26.4,NULL,51,469064.41
2003,Other Agencies,02:26.4,Products,6,43214.5
2004,Other Agencies,02:26.4,MED,6,782813
2014,Defense,02:26.4,PAMS,254,258053514.6
2004,Other Agencies,02:26.4,FRS&C,8278,937148464
2006,Other Agencies,02:26.4,R&D,3,27440
2004,Other Agencies,02:26.4,ICT,60,20935945.46
2010,State and IAP,02:26.4,Fuel,1242,34870831.89
2007,DHS,02:26.4,ICT,380,331483996.4
1995,Defense,02:26.4,Fuel,70,602533
2011,Other Agencies,02:26.4,ICT,72,5819585.59
2010,Other Agencies,02:26.4,PAMS,25,725466
2014,Other Agencies,02:26.4,PAMS,982,55851618.07
2013,Defense,02:26.4,ICT,11156,3568491557
2000,Other Agencies,02:26.4,ICT,103,15666000
2008,Other Agencies,02:26.4,NULL,244,1197421.04
2011,Other Agencies,02:26.4,Products,8,105087.08
2009,Defense,02:26.4,R&D,15792,13611401828
2003,DHS,02:26.4,MED,12,679322
2003,Other Agencies,02:26.4,ICT,46,9121360
2006,Other Agencies,02:26.4,MED,2,27549
2003,Other Agencies,02:26.4,FRS&C,8,1276316
2007,Other Agencies,02:26.4,PAMS,919,71352907.12
2005,Defense,02:26.4,MED,25,1725164
2011,Other Agencies,02:26.4,ICT,429,208682832.7
2008,Other Agencies,02:26.4,NULL,188,917014.23
2009,Other Agencies,02:26.4,Fuel,32,1349303.46
1995,Defense,02:26.4,MED,7,2322347
2010,Other Agencies,02:26.4,PAMS,8725,1330817416
1990,Defense,02:26.4,R&D,NULL,1383473000
2008,Other Agencies,02:26.4,Products,7,31239.05
2014,Energy,02:26.4,FRS&C,3213,20792993984
2014,Other Agencies,02:26.4,FRS&C,7,24180.44
2004,Defense,02:26.4,Products,25,75570132
2005,Other Agencies,02:26.4,Products,10314,2292044837
2007,Other Agencies,02:26.4,Products,443,1322763.05
2007,Other Agencies,02:26.4,ICT,1592,128561423.5
2000,Other Agencies,02:26.4,PAMS,1,6922
2004,Energy,02:26.4,MED,53,15604508.75
2004,Other Agencies,02:26.4,NULL,1,6000
2014,Other Agencies,02:26.4,NULL,6,-3565.28
2007,Energy,02:26.4,NULL,260,2311820.17
2009,Other Agencies,02:26.4,PAMS,22509,1642830630
2005,Other Agencies,02:26.4,MED,223,8140470.99
2014,Other Agencies,02:26.4,ICT,40,10718285.25
1996,Defense,02:26.4,Products,24554,10920651701
2009,Other Agencies,02:26.4,ERS,3593,178586037.5
2005,DHS,02:26.4,Fuel,213,6088583.31
2012,Other Agencies,02:26.4,FRS&C,205,15149071.82
2014,Other Agencies,02:26.4,ICT,16,2293431.48
2008,DHS,02:26.4,Products,637,316239594.5
2007,Other Agencies,02:26.4,ICT,108,5835806.57
2006,Other Agencies,02:26.4,ICT,13,2509938.68
2006,Other Agencies,02:26.4,MED,13423,811271815.1
2009,DHS,02:26.4,ERS,30,1827951.04
1995,Defense,02:26.4,ICT,4452,1350092310
2005,NASA,02:26.4,R&D,5393,4344217180
2007,Defense,02:26.4,Products,12872,1670109502
2010,Other Agencies,02:26.4,MED,20,1749418.52
1990,Defense,02:26.4,NULL,NULL,NULL
2001,Defense,02:26.4,ICT,NULL,0
2003,Other Agencies,02:26.4,ERS,24,8153381
2010,Other Agencies,02:26.4,R&D,9,654602.5
2000,State and IAP,02:26.4,R&D,3,3520000
2009,Other Agencies,02:26.4,FRS&C,29,3578403.8
2013,Other Agencies,02:26.4,MED,1,3600
2006,State and IAP,02:26.4,PAMS,5252,2522918520
2001,Other Agencies,02:26.4,Products,107,9121000
2006,DHS,02:26.4,ICT,769,801162962.6
2003,Defense,02:26.4,MED,1601,266628706.8
2010,Other Agencies,02:26.4,NULL,1,11819
2004,Other Agencies,02:26.4,Products,30,4477214.46
2014,Other Agencies,02:26.4,ICT,5592,1412870362
2004,Other Agencies,02:26.4,Products,31,6214761.4
2009,Defense,02:26.4,Fuel,2474,233191243
2005,Other Agencies,02:26.4,MED,808,10912469.91
2012,Other Agencies,02:26.4,Fuel,490,11451526.62
2002,Other Agencies,02:26.4,PAMS,734,92737980.06
2006,Other Agencies,02:26.4,R&D,5,481069
1994,Defense,02:26.4,Fuel,179,51361344
2006,Other Agencies,02:26.4,FRS&C,85,12430262.78
1995,Defense,02:26.4,ERS,9166,4903007296
2011,Other Agencies,02:26.4,Products,1044545,8123356010
2008,Other Agencies,02:26.4,Products,NULL,0
2001,Defense,02:26.4,PAMS,24858,5572787975
2011,Other Agencies,02:26.4,R&D,136,10521164.37
2013,Defense,02:26.4,Fuel,2,1825000
2006,DHS,02:26.4,PAMS,3511,377118822.2
2011,State and IAP,02:26.4,PAMS,20695,2497614540
2008,Other Agencies,02:26.4,PAMS,24,106041.34
2007,DHS,02:26.4,ERS,847,45412855.73
2008,Other Agencies,02:26.4,FRS&C,17,736316.07
2010,DHS,02:26.4,MED,44,151767.53
2012,State and IAP,02:26.4,MED,48,160975079.4
2002,State and IAP,02:26.4,Products,2,59000
2004,Defense,02:26.4,R&D,1457,784031480.8
2008,Other Agencies,02:26.4,NULL,89,181318.33
2001,Defense,02:26.4,FRS&C,33502,10210454213
2009,DHS,02:26.4,FRS&C,341,208590688.2
2011,Defense,02:26.4,PAMS,1208,413606110.1
2010,Other Agencies,02:26.4,PAMS,9,1044199.27
2005,Defense,02:26.4,FRS&C,19219,5079809594
1991,Defense,02:26.4,MED,NULL,270137000
2004,DHS,02:26.4,ICT,265,249113520.8
2001,Other Agencies,02:26.4,ICT,275,365288989.6
2014,Other Agencies,02:26.4,FRS&C,13,3042810
2013,Other Agencies,02:26.4,FRS&C,1569,1110461264
2008,DHS,02:26.4,Products,2433,294026740.2
2013,DHS,02:26.4,MED,2,141024
2002,Other Agencies,02:26.4,PAMS,154,38483831.54
1997,Defense,02:26.4,Products,12,1702744
2013,Other Agencies,02:26.4,PAMS,34,5192041.6
2014,State and IAP,02:26.4,FRS&C,1,8400
2013,Other Agencies,02:26.4,PAMS,8235,97192824.18
1997,Defense,02:26.4,ERS,88,26855065
2000,Other Agencies,02:26.4,FRS&C,2,676000
2001,Other Agencies,02:26.4,ERS,1,33000
2005,State and IAP,02:26.4,FRS&C,2,6000000
2008,Other Agencies,02:26.4,PAMS,19687,1849481049
2001,Other Agencies,02:26.4,Products,31,2995000
2005,Other Agencies,02:26.4,ERS,12,569305.61
2010,Other Agencies,02:26.4,PAMS,11777,834093711.1
2013,DHS,02:26.4,Products,2992,640964068.6
2009,Other Agencies,02:26.4,MED,163,8098322.89
2013,Other Agencies,02:26.4,MED,1,24829
2009,Other Agencies,02:26.4,PAMS,643,68550558.48
2011,DHS,02:26.4,NULL,687,1389560.87
2011,Defense,02:26.4,R&D,158,55327288.34
2012,Other Agencies,02:26.4,ERS,76,1322281.27
2007,Defense,02:26.4,PAMS,33140,13067000361
2007,Other Agencies,02:26.4,ERS,22,1886693.47
2003,Other Agencies,02:26.4,ERS,2,135066
2009,Other Agencies,02:26.4,ERS,2,24053.44
2012,Other Agencies,02:26.4,PAMS,1771,37077785.65
2010,Other Agencies,02:26.4,ICT,8,66555.61
2001,State and IAP,02:26.4,MED,7,523000
2002,Other Agencies,02:26.4,R&D,1,8000
2009,Other Agencies,02:26.4,Fuel,92,631758.77
2012,State and IAP,02:26.4,Fuel,28,736084.66
2014,Other Agencies,02:26.4,Products,1501,83091355.23
2003,GSA,02:26.4,Fuel,638,7110497.65
2011,Other Agencies,02:26.4,PAMS,73,7329961.66
2000,Other Agencies,02:26.4,ICT,1,110000
2006,DHS,02:26.4,NULL,3,11190.4
2011,Other Agencies,02:26.4,ERS,743,19259818.59
2003,Other Agencies,02:26.4,ERS,1,-1000
2012,Other Agencies,02:26.4,MED,21,704440.43
2014,Other Agencies,02:26.4,ICT,7705,989505078.6
2004,DHS,02:26.4,Products,407,641921514.6
2010,Other Agencies,02:26.4,Products,465,11022704.14
2011,Other Agencies,02:26.4,ICT,35,1715299.6
2012,Other Agencies,02:26.4,FRS&C,49,3433388.05
2002,DHS,02:26.4,ERS,18,1999000
2007,Other Agencies,02:26.4,MED,2,-9264
2008,Defense,02:26.4,PAMS,53753,10828984074
2004,Other Agencies,02:26.4,ICT,22,2636999.39
2002,Other Agencies,02:26.4,Fuel,15,2840000
2000,NULL,02:26.4,NULL,NULL,0
2001,Energy,02:26.4,ICT,448,110091708
2013,Other Agencies,02:26.4,ERS,91,2756440.75
2010,Other Agencies,02:26.4,NULL,4,19213.36
2011,State and IAP,02:26.4,ERS,17,169461.97
2001,Other Agencies,02:26.4,NULL,1,0
2013,Other Agencies,02:26.4,ICT,60,4371566.1
2006,Other Agencies,02:26.4,NULL,158,1505577.65
2005,Other Agencies,02:26.4,NULL,1,3000
2014,Other Agencies,02:26.4,ICT,3781,828770276.6
2013,Other Agencies,02:26.4,FRS&C,27,3460022.76
2006,Defense,02:26.4,FRS&C,1243,334487570.3
2000,Other Agencies,02:26.4,PAMS,14,2073000
1989,Defense,02:26.4,PAMS,NULL,3488000
2009,Defense,02:26.4,MED,11027,1056259059
2011,GSA,02:26.4,PAMS,16975,2511651094
2005,DHS,02:26.4,FRS&C,355,20123300.65
2002,Other Agencies,02:26.4,NULL,3,0
1990,Defense,02:26.4,ERS,NULL,684158000
2014,DHS,02:26.4,Fuel,6,2446782.7
2014,Other Agencies,02:26.4,Products,226,11820743.81
2009,Other Agencies,02:26.4,PAMS,221,23965808.69
2010,DHS,02:26.4,R&D,102,148580018.6
2000,Other Agencies,02:26.4,PAMS,36,2422000
2003,Other Agencies,02:26.4,MED,6,2846873
2000,Other Agencies,02:26.4,PAMS,2014,765098239
2008,Other Agencies,02:26.4,R&D,24,1411692.22
2014,Other Agencies,02:26.4,PAMS,71,1770085.97
2002,Other Agencies,02:26.4,MED,2,222000
2010,Other Agencies,02:26.4,MED,5,12516
2000,Other Agencies,02:26.4,MED,2,101000
2006,Other Agencies,02:26.4,ERS,20,142522.7
2012,Other Agencies,02:26.4,FRS&C,654,233404028.9
2001,Other Agencies,02:26.4,PAMS,7083,611915781.9
2002,Other Agencies,02:26.4,Products,1257,254744362.1
2008,Defense,02:26.4,FRS&C,87461,28983688488
2003,Other Agencies,02:26.4,FRS&C,23,9847150
2004,DHS,02:26.4,MED,5,452359.46
2008,Defense,02:26.4,NULL,159,588569.71
2000,Other Agencies,02:26.4,ICT,3800,193952293.7
2005,Other Agencies,02:26.4,FRS&C,15,578541.68
2012,Other Agencies,02:26.4,Products,19856,3183783173
2007,Other Agencies,02:26.4,ERS,3,17273.32
2005,Other Agencies,02:26.4,Products,356,6251017.85
2012,State and IAP,02:26.4,R&D,478,15123831.12
2003,DHS,02:26.4,PAMS,701,45212281.62
2004,Other Agencies,02:26.4,ICT,6,28072.7
2006,Defense,02:26.4,ICT,8337,2714269811
2001,Defense,02:26.4,ERS,3930,2078899199
2006,Other Agencies,02:26.4,R&D,426,591779.1
2013,Other Agencies,02:26.4,Products,51,1819664.17
2002,Other Agencies,02:26.4,FRS&C,706,107913673.7
2001,Other Agencies,02:26.4,PAMS,3000,180501250.1
2011,Other Agencies,02:26.4,MED,3,49536
1990,Defense,02:26.4,ERS,NULL,105746000
1997,Defense,02:26.4,Fuel,763,4091087969
2005,Other Agencies,02:26.4,Products,271,6586465.61
2005,Other Agencies,02:26.4,ERS,7,201774.36
2006,State and IAP,02:26.4,Products,640,17849130.05
2013,Other Agencies,02:26.4,MED,127,5404822.92
2008,State and IAP,02:26.4,MED,6,92944.98
2012,Other Agencies,02:26.4,NULL,1,-6998.4
2009,Other Agencies,02:26.4,PAMS,1908,1169676498
2001,Other Agencies,02:26.4,R&D,28,1596980
2008,Other Agencies,02:26.4,R&D,5,234254.5
2011,Other Agencies,02:26.4,R&D,1342,550256143.2
2007,Defense,02:26.4,PAMS,21,7884183.3
2008,Other Agencies,02:26.4,Products,3,35272.39
1992,Defense,02:26.4,ICT,NULL,1139533697
2003,DHS,02:26.4,ERS,75,2335095
1999,Defense,02:26.4,ICT,3172,1202890783
2009,Other Agencies,02:26.4,FRS&C,15437,2932130049
